Id,Sex,НЕВЕРОТН 1  Невероятные приключения итальянцев в России,ТЕЛОХРАН 2  Телохранитель,КАВКАЗСК 3  Кавказская пленница или Новые приключения Шурика,ПТЫЙ_ЭЛЕ 4  Пятый элемент,ТЕРМИНАТ 5  Терминатор,КРЕПКИЙ 6  Крепкий орешек,ПОЛИЦ_АК 7  Полицейская академия,ЧУЖИЕ 8  Чужие,КРОКОДИЛ 9  Крокодил Данди,ЗДРАВСТВ 10  Здравствуйте  я ваша тетя!,ИРОНИ_СУ 11  Ирония судьбы или с легким паром,КРАСОТКА 12  Красотка,МАТРИЦА 13  Матрица,ТИТАНИК 14  Титаник,К_9 15  К-9,НАЗАД_В 16  Назад в будущее,САМА_ОБА 17  Сама обательная и привлекательна,БЛИЗНЕЦЫ 18  Близнецы,СОБАЧЬЕ 19  Собачье сердце,СОБАКА_Б 20  Собака Баскервилей,МЕСТО_ВС 21  Место встречи изменить нельзя,ГОРЕЦ 22  Горец,СЛУЖЕБНЫ 23  Служебный роман,ОС_РЫБ 25  Особенности национальной рыбалки,ОС_ОХОТЫ 26  Особенности национальной охоты,ДЕСТЬ_НЕ 27  Десть негритят,ТЕРМИНA2 28  Терминатор 2: судный день,ВОКЗАЛ_Д 29  Вокзал для двоих,ГЕНИЙ 30  Гений,ИВАН_ВАС 31  Иван Васильевич меняет профессию,РОККИ 32  Рокки,ОДИН_ДОМ 33  Один дома,САМОГОНЩ 34  Самогонщики,ОБЫКНОВЕ 35  Обыкновенное чудо,В_БОЙ_ИД 36  В бой идут одни старики,ПАРК_ЮРС 37  Парк Юрского периода,МОСКВА_С 38  Москва слезам не верит,БЕЛОЕ_СО 39  Белое солнце пустыни,ЛЮДИ_В_Ч 40  Люди в черном,ОДИН_ДМ2 41  Один дома 2: потерянный в Нью-Йорке,ХИЩНИК 42  Хищник,ВСПОМНИТ 43  Вспомнить все,ИНТЕРДЕВ 44  Интердевочка,ЧЕЛЮСТИ 45  Челюсти,ЛЕОН 46  Леон,ПОЛИЦ_ДС 47  Полицейский из детского сада,ОТ_ЗАКАТ 48  От заката до рассвета,ПРАВДИВА 49  Правдивая ложь,АРМАГЕДД 50  Армагеддон,А_ЗОРИ_З 51  А зори здесь тихие,ДВОЙНОЙ 52  Двойной удар,МАСКА 53  Маска,БЛЕФ 54  Блеф,ДЕНЬ_СУР 56  День сурка,БЕГУЩИЙ 57  Бегущий человек,ЗИМН_ВИШ 58  Зимняя вишня,ТУТСИ 59  Тутси,НА_ДЕРИБ 60  На Дерибасовской хороша погода или на Брайтон Бич всегда идут дожди,ТРИ_ПЛЮС 61  Три плюс два,ЧАРОДЕИ 62  Чародеи,БАБНИК 63  Бабник,ЗУБАСТИК 64  Зубастики,ИГРУШКА 65  Игрушка (Франция),ВЫСОКИЙ 66  Высокий блондин в черном ботинке,ГАЗОНОКО 67  Газонокосильщик,ЧЕЛОВЕК 68  Человек дождя,МАЛЕНЬКИ 69  Маленький гигант большого секса,ПОКРОВСК 70  Покровские ворота,КРЕПК_2 71  Крепкий орешек 2,СИБИРСКИ 72  Сибирский цирюльник,МОЛЧАНИЕ 73  Молчание ягнят,ЭКИПАЖ 74  Экипаж,КОММАНДО 75  Коммандос,ФОРРЕСТ 76  Форрест Гамп,ДОРОГА_ 77  Дорогая  я уменьшил детей,УКРОЩЕНИ 78  Укрощение строптивого,ПРОФЕССИ 79  Профессионал,ДЖУМАНДЖ 80  Джуманджи,ГОРЧИЕ_Г 81  Горячие головы,ПОСЛЕДНИ 82  Последний бойскаут,ДЖЕНТЛЬМ 83  Джентльмены удачи,СПИСОК_Ш 84  Список Шиндлера,В_ДЖАЗЕ 85  В джазе только девушки,ЗВЕЗДНЫЙ 86  Звездный десант,ОТПЕТЫЕ 87  Отпетые мошенники,АДВОКАТ 88  Адвокат дьявола,ПАПАШИ 89  Папаши,ЕСЛИ_НАС 90  Если наступит завтра,В_ЗОНЕ_О 91  В зоне особого внимания,ГРЗНЫЕ_Т 92  Грязные танцы,СОРОК_ВО 93  Сорок восемь,ЗАХВАТ 94  Захват,БЕТХОВЕН 95  Бетховен,ДОСПЕХИ 96  Доспехи Бога,ЧАСТНЫЙ 97  Частный детектив или операция-кооперация,ШЕСТОЕ_Ч 98  Шестое чувство,СКАЛОЛАЗ 99  Скалолаз,ГАРАЖ 100  Гараж,МЭВЕРИК 101 Мэверик,ИНТРОВЕР 102 Интроверсия-Экстраверсия (тест Айзенка),ЭМОЦИОНА 103 Эмоциональная устойчивость-Невротизм (тест Айзенка),E_I__КЕЙ 104 E/I (тест Кейpси),S_N__КЕЙ 105 S/N (тест Кейpси),T_F__КЕЙ 106 T/F (тест Кейpси),J_P__КЕЙ 107 J/P (тест Кейpси),ЗАМКНУТО 108 Замкнутость-Общительность (тест Кэттелла),УРОВЕНЬ 109 Уровень интеллекта (тест Кэттелла),ЭМОЦИОНА 110 Эмоциональная неустойчивость-Устойчивость (тест Кэттелла),НЕДОБРОС 111 Недобросовестность-Высокая совестливость (тест Кэттелла),ПОДЧИНЕН 112 Подчиненность-Доминантность (тест Кэттелла),ОЗАБОЧЕН 113 Озабоченность-Беспечность (тест Кэттелла),РОБОСТЬ_ 114 Робость-Смелость (тест Кэттелла),ЖЕСТКОСТ 115 Жесткость-Чувствительность (тест Кэттелла),ДОВЕРЧИВ 116 Доверчивость-Подозрительность (тест Кэттелла),ПРАКТИЧН 117 Практичность-Мечтательность (тест Кэттелла),ПРМОЛИНЕ 118 Прямолинейность-Дипломатичность (тест Кэттелла),САМОУВЕР 119 Самоуверенность-Тревожность (тест Кэттелла),КОНСЕРВА 120 Консерватизм-Радикализм (тест Кэттелла),ЗАВИСИМО 121 Зависимость от группы-Самостоятельность (тест Кэттелла),НИЗКИЙ_В 122 Низкий-Высокий самоконтроль поведения (тест Кэттелла),РАССЛАБЛ 123 Расслабленность-Напряженность (тест Кэттелла),IQ 124 IQ,ВЕРБАЛЬН 125 Вербальный интеллект,ЧИСЛОВОЙ 126 Числовой интеллект,ПРОСТРАН 127 Пространственный интеллект,РАВЕН 128 Невербальный интеллект (тест Равена),ОСВЕДОМЛ 129 Осведомленность (тест Амтхауэра),КЛАССИФИ 130 Классификация (тест Амтхауэра),АНАЛОГИИ 131 Аналогии (тест Амтхауэра),ОБОБЩЕНИ 132 Обобщение (тест Амтхауэра),МАТЕМАТ1 133 Математические способности (практическое мышление) (тест Амтхауэра),МАТЕМАТ2 134 Математические способности (теоретическое мышление) (тест Амтхауэра),КОМБИНАТ 135 Комбинаторное мышление (тест Амтхауэра),ПРОСТРАН 136 Пространственное воображение (тест Амтхауэра),ЗАПОМИНА 137 Запоминание и воспроизведение информации (тест Амтхауэра),ВОЗPАСТ 139 Возpаст,AGE_CAT 139,ОБPАЗОВА 140 Обpазование,EDU_CAT 140,УPОВЕНЬ 141 Уpовень доходов,АСИММЕТP 142 Асимметpия полушаpий,АКТИВНОС 181 Активность и сила (ЛД),ДОБРОСЕР 182 Добросердечность (ЛД),ТРУДОВЫЕ 183 Трудовые качества (ЛД),ОБЩА_ОЦЕ 184 Общая оценка (ЛД),ОБЩИТЕЛЬ 185 Общительность и эмоциональность (ЛД),АНЕКДОТЫ 186 Анекдоты (оценка чувства юмора),ТЮФ 187 ТЮФ (оценка чувства юмора),ФОТО_СPЕ 188 Фото-сpедняя оценка,ФОТО_СКО 189 Фото-СКО,ФОТО_ЗАН 190 Фото-занижение-завышение оценки,РУКА_ПЕР 191 Рука-переплетение пальцев рук - ведущая,РУКА_ИМИ 192 Рука-имитация аплодисментов - ведущая,РУКА_СКР 193 Рука-скрещивание рук на груди - ведущая,HОГА 194 Hога - ведущая,ГЛАЗ 195 Глаз - ведущая,РУКОЙ_ПИ 196 Рука  которой пишут,ПЕРЕУЧИВ 197 Переучивали ли писать  если левша,САМООПPЕ 198 Самоопpеделение пpавша-левша,БОК_ПРЕД 199 Бок  на котором предпочитают спать,ГЛАЗ_У_В 200 Глаз  который обычно шире открыт
784,2,8,7,11,,5,,6,,7,7,12,8,,5,,6,9,,9,7.5,9,4,12,4,4,8,,12,8,9,,8,8,5,10,5,12,7,,8,,6,8,7,,,,,,10,4,6,9,,,10,6,3,9,5,,,10,12,6,,6,10,,12,9,10,,7,7,9,,,,,,,7,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,4,5,3,1,4,-1.448,1.069,-0.398,0.986,0.141,,7.76,4.813,1.918,0.532,2,2,1,2,2,1,4,1,2,1
785,1,6,5,6,5,7,6,5,8,7,3,7,4,3,1,7,7,,4,11,8,10,5,6,6,7,7,6,6,6,7,6,7,,9,6,6,,10,7,6,7,7,2,6,9,,6,6,1,,,8,8,7,8,2,8,1,,,,3,6,8,7,7,3,,6,2,9,6,5,11,3,7,8,,7,,8,8,7,7,,7,,,,,,,,6,,7,,,,12,8,,,,,5,5,11,9,5,4,10,6,4,9,3,1,5,6,7,3,142.5,,,,129,,,,,,,,,,,,5,3,,,,,,,,,3.18,,,,,,,,,,,,,
786,1,9,7,9,10,8,8,8,8,9,8,8,5,9,4,8,10,7,7,9,8,8,7,9,7,8,7,8,7,7,8,6,7,7,7,7,7,9,10,7,6,6,7,7,6,8,6,7,8,,7,7,8,8,6,4,7,9,7,7,,7,7,9,7,5,8,6,9,7,1,7,7,6,7,,9,8,,,8,7,,9,7,10,8,7,,7,8,8,8,,7,7,,7,7,,,,2,14,16,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3,5,3,2,2,,,,,,,,,,,,,,,,,,,,
787,,7,4,7,8,6,6,4,9,5,3,6,6,5,8,6,6,5,6,9,9,9,4,7,7,7,5,7,8,9,9,2,6,4,8,11,,7,9,,6,5,6,6,3,5,5,7,5,4,8,3,6,4,7,5,5,4,4,7,8,5,3,4,3,3,7,5,7,5,,9,5,5,,4,5,5,5,7,8,9,,8,5,7,6,5,,8,6,3,5,5,4,5,,3,8,,12,11,2,15,8,8,,,,,,,,,,,,,,,,,137.5,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,1,8,8,10,9,10,10,5,10,8,10,10,9,,9,10,8,9,9,10,10,10,9,10,8,8,10,10,10,,10,7,9,10,7,10,10,10,10,9,7,9,9,9,9,10,8,9,8,7,9,8,9,7,,8,9,8,8,,8,7,,9,9,10,10,7,10,10,,9,9,7,10,,8,10,9,,9,,10,10,9,,,10,,8,,,,,9,,,,,,14,17,3,8,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,4,,,,4,,,,,,,8.44,,,,2,2,1,2,2,1,4,1,2,2
789,1,9,6.5,8,7,7,7,5,,6,9,9,8,2,,,8,6.5,7,8,7,9,8,10,4,6,7,6.5,7.5,8,8,1,7,9,11,8,7,10,8,6,8,,,8,,8,7,7,,4,8,5,9,8,7,7,7,7.5,6,7,8,5,5,8,6,7,9,5,11,6,9,8,7.5,1,8,6,8,7.5,7,,6.5,,5,8,,7,,7,,7,,,,,6.5,,10,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,4,5,3,2,,-1.549,0.338,0.123,-0.291,0.372,,6.28,,,,,,,,,,,,,
790,1,7,7,7,10,9,10,9,12,8,10,10,10,10,8,10,12,6,,10,10,10,8,7.5,6,6,8,10,10,5,8,8,10,5,12,10,10,7,8,9,8,10,9,,7,8,8,9,8,8,8,7,8,8,11,9,,10,4,,8,5,6,8,6,10,10,5,,8,,10,7,7,10,9,6,,10,,,,7,,10,8,,8,7,5,,7,,,8,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,4,5,3,2,4,,,,,,,,5,0,1.375,2,2,2,2,1,1,4,1,1,2
791,,11,6.5,9,6.5,7,6,6.5,5,8,8,10,8,5,6,7.5,6,8,6.5,12,8,10,6,9,,5,7,6.5,8,7,10,5,6,9,10,10,4,8,10,5,4,6,4,7,4,8,6,4,7.5,7,10,5,7.5,8,6,6.5,7,5,7,8,8,6,4,7,8,4,7,6,7,6,7.5,8,7.5,5,8,6,8,7,4,5,5,9,10,8,5,6,,7,7,,,7,,,7.5,,6,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,1,3,4,10,8,2,,3,5,9,,10,7,,8,3,9,,5,4,7,6,8,5,,8,3,3,4,7,6,1,3,8,,,9,2,10,8,3,2,6,,3,5,5,3,,,,,5,2,,1,5,5,,,5,4,5,4,2,4,2,4,6,,7,2,6,3,,3,3,3,7,,,7,,3,,,,,,,8,,,4,,3,,4,,,13,10,4,12,9,9,6,5,11,6,7,2,10,7,4,6,3,5,7,5,3,5,,,,,57,,,,,,,,,,,,5,3,2,,,,,,,6.846,4.5,3.929,1.1,-0.143,,,,,,,,,,
793,2,7,5,6,7,8,6,8,10,8,8,8,6,7,7,7,7,6,7,9,10,8,7,9,8,9,6,8,7,6,8,4,6,6,9,7,6,10,12,7,2,7,7,7,4,11,7,8,7,7,8,4,7,7,9,7,6,7,4,6,7,4,5,5,5,6,7,5,10,6,10,10,8,4,11,5,7,8,7,7,6,,10,8,8,7,,6,4,5,,6,,,8,,10,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3,2,1,2,,,,,,,,,4.111,2.313,-0.101,,,,,,,,,,
794,,9,7,10,8,7,9,2,10,9,10,10,7,8,9,10,5,6,6,11,10,11,8,11,3,6,9,6,11,4,11,6,6,8,9,10,7,10,10,5,5,5,6,6,6,10,5,9,7,7,11,,,8,8,9,7,9,,7,8,3,4,,8,4,10,7,8,7,9,,,4,7,7,,9,5,8,8,,8,,7,,,,10,4,,7,,,,,,,,,,,,,,,9,5,6,9,6,8,9,7,3,6,7,9,6,8,8,9,115,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.112,,,,,,,,,,
795,1,11,9,10,7,12,6,7,10,3,10,11,,8,9,4,10,5,5,12,10,12,9,7,7,8,9,12,,12,11,8,8,7,6,8,10,9,11,9,6,11,11,6,11,12,6,12,8,4,12,4,10,,6,12,3,12,6,5,,3,10,,5,10,7,3,4,4,10,12,6,1,12,7,10,1,9,6,,,12,12,7,,,2,,4,,5,,,10,,10,,,,,,,,,,,,,,,,,,,,,,,,,,112.5,,,,,,,,,,,,,,20,1,4,2,3,3,,,,,,,,,,,1,2,1,2,2,1,3,1,2,2
796,,9,8,9,7,4,7,5,7,7,8,9,7,6,9,6,7,10,7,11,10,9,7,10,6,6,6,10,7,7,8,6,6,8,7,8,8,10,10,7,6,6,6,8,4,10,5,7,7,6,7,4,8,8,,4,5,7,5,,,4,,8,7,,10,,,7,6,9,9,5,11,6,6,6,7,4,,,11,8,6,,,8,,7,,6,,,7,,9,,,6,,,,,,,11,4,7,8,9,8,11,6,7,10,6,9,12,6,8,9,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,2,8,10,8,11,,,6,,9,7,10,7,12,9,8,7,9,,10,7,8,10,9,8,2,8,,6,4,10,4,7,8,5,,7,12,10,8,,,,,,9,6,11,,,,6,,,10,,7,10,6,,7,,,7,9,,,,10,7,10,,,,,,,8,9,,,10,,10,,11,10,9,,,,,,,,,9,,,,14,12,2,8,7,8,7,5,7,6,6,3,7,8,5,9,4,4,4,7,6,0,115,,,138.96,107,17,15,,,,,,,,25,2,,,,3,,,,,,7.058,,3.8,1.939,-0.118,1,2,1,2,2,1,1,1,2,2
798,1,7,6.5,8,8,6.5,7,7,8,6.5,11,8,10,8,6,7,8,7,8,12,8,8,7,12,6,8,7,5,9,8,7.5,3,7,7,12,,6.5,9,7,6,6,6,7,5,4,10,7.5,7,,5,9,7,10,7,9,7,7,8,6,,7.5,,7.5,8,6,6.5,9,6.5,,7,2,9,7,4,9,6.5,6.5,7.5,8,7,,,7,8,4,3,,7,,,,6,,,6,,8,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.116,0.411,0.149,0.188,1.427,,5.88,,,,,,,,,,,,,
799,1,4,5,7,11,5,7,2,12,7,7,9,9,12,1,5,9,5,7,9,10,10,9,12,6,7,5,10,7,4,10,5,7,6,10,10,5,12,7,6,1,4,7,,5,12,7,6,,4,7,5,7,7,7,5,4,10,1,7,7,1,5,7,7,7,10,5,6,7,6,12,8,1,8,7,5,9,7,10,9,,5,5,1,7,,7,5,7,,7,,,7,,10,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1,6.5,5,6.5,8,6,5,6,9,7,10,6.5,1,4,1,,6,5,6,8,8,6,,7,7.5,8,,5,7,6,7,,6.5,7,9,6,6,6,7,6,6,6.5,5,4,5,8,,8,6,3,5,1,7,6,,5,5,8,,,6,6,2,7,6,6,,6,7,5,,7,5,3,3,5,,,7.5,7,,,5,6,,6,,6,4,,,5,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1.48,4.564,1.566,0.082,1,1,1,2,1,1,4,1,2,2
801,1,6,9,9,8,8,10,10,6,12,5,8,8,8,2,10,11,5,8,8,6,9,8,9,7,7,5,8,4,10,9,5,6,5,5,8,4,5,10,7,6,5,8,6,7,9,9,8,7,9,6,8,7,9,8,9,1,,6,7,10,8,9,11,8,7,4,6,,9,,7,5,7,7,4,11,10,8,7,8,,4,10,8,9,,9,11,7,,10,,,9,,6,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,1,7,6,8,6,6,,5,7,5,8,9,6,7,6,6,5,7,6,7,6,8,5,9,4,4,6,7,7,6,7,5,6,6,10,7,6,9,7,6,5,5,6,5,5,6,6,5,5,5,7,4,6,7,6,6,6,7,6,8,7,5,4,7,7,5,9,6,7,5,8,7,7,4,8,5,7,7,6,4,6,,8,,6,6,,7,6,6,,6,,,4,,10,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,2,4,3,12,11,5,9,8,10,7,12,12,4,6.5,1,5,9,6.5,6,12,9,12,6,12,4,4,4,5,7,6,8,1,7,8,8,7,5,9,8,9,6,6,6,3,2,7,6,7,7,7,9,1,10,8,8,6,1,8,3,5,5,5,6.5,7,6,5,11,,10,9,1,11,6.5,7,6,6,8,8,6,10,,,7,10,9,,,7,10,,,8,,,8,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2,2,2,1,1,1,4,1,1,1
804,,6,7.5,5,8,7.5,6,7,7,8,6.5,6.5,7,7,5,5,5,,6.5,10,7,7,,,6.5,8,5,6,,6.5,7.5,6.5,6,6,8,7.5,6,7,9,6,4,7,3,6,5,11,5,9,,3,8,3,8,7.5,8,4,5,6,,,,6,7.5,7,6.5,2,7,4,,3,,7,4,6,10,5,7.5,6.5,7,6,,,5,8,3,,,7,7,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.978,-0.071,0.204,0.083,1.298,,4.64,4,0,-0.378,,,,,,,,,,
805,2,8,,6,6,8,,9,,,,8,,10,8,,,,4,7,,4,,9,,5,6,5,6,,6,,8,5,7,,,7,5,,4,,6,,7,,,7,6,,,,9,,7,7,,,,7,,8,,5,,,,,,,6,,,,5,,,,,9,,7,,,,9,,,,,,,,7,,,,,,,14,20,3,12,8,17,4,5,10,5,3,7,8,7,4,7,7,2,12,7,9,2,,120,,,58,12,,,,,,,,,20,1,3,1,,4,-0.07,-0.028,0.066,-0.005,0.211,,1.32,,,,1,2,2,2,2,,,,,
806,2,5,7.5,6,6.5,5,6,5,6,6,6,6.5,6.5,6,9,6.5,5,6.5,5,6,5,6.5,6.5,9,4,5,6,5,5,6.5,6,7,6.5,4,7,5,5,7.5,6,5,6,5,6,6.5,6,8,5,4,6,8,6,5,4,6,6,6,5,6.5,6,6,6.5,5,5,6,5,6,7.5,5,7.5,5,7,7,7,5,8,6,5,6.5,6,5,5,,8,5,5,6.5,,6.5,6.5,5,,6,,,5,,6.5,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,2,9,12,,6,,9,,,,10,,11,8,12,12,6,8,11,4,8,9,10,,,10,4,7,7,,,,,,7,9,,,,3,,9,8,6,,9,,10,6,7,9,7,12,10,3,9,7,,6,,7,2,,,7,9,8,4,7,9,,8,,8,,12,,,12,7,,10,,5,,9,11,,12,,,,7,12,7,7,8,,6,,11,14,8,12,8,19,9,5,11,5,7,10,10,11,4,11,5,6,7,6,8,9,,,,,,,,,,,,,,,25,2,4,2,,,,,,,,,,,,,,,,,,,,,,
808,1,8,8,12,9,9,9,8,7,10,7,8,8,10,4,8,10,6,6,8,7,,8,6,10,10,8,10,6,9,12,6,8,12,,7,3,7,11,10,8,10,8,6,8,8,6,10,8,9,5,7,10,8,5,8,5,5,6,5,7,5,6,6,7,7,8,6,6,9,8,10,4,8,10,5,5,7,4,8,9,,5,10,8,5,,5,7,5,,8,,,10,,5,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,1,10,8,11,7,9,6.5,6.5,10,6.5,8,12,,8,6,8,7,6,8,12,8,12,5,12,6.5,9,10,8,8,6,6,7,3,10,12,9,5,12,12,5,3,8,7,6,7,12,5,7,4,5,,5,5,5,8,6,7,9,6,10,12,7,5,9,5,8,7,5,10,6,12,9,6,6.5,9,4,,7,5,7,5,,,11,6,9,,5,,7,,,,,4,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2,,,,4,,,,,,6.096,,,,,1,2,2,2,2,1,4,1,3,3
810,,7,7,7,8,4,7,6,7,7,9,8,8,7,5,7,8,5,,9,8,8,7,9,7,8,5,7,7,7,8,4,7,5,8,7,,9,5,8,,7,6,6,4,10,7,7,8,2,5,,8,6,5,,6,7,5,5,6,1,4,7,5,,8,6,9,5,7,6,8,5,9,7,6,,6,6,6,,,6,,,,5,7,7,,,,,7,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,1,2,1,2,2,1,4,1,2,1
811,2,5,4,12,9,9,8,3,7,8,12,12,9,11,3,,8,9,3,12,12,10,8,11,3,3,10,9,9,7,10,,3,10,10,7,,12,9,,3,,,,,12,,3,,,,,4,,,6,5,10,4,12,8,3,,10,7,6,12,5,12,7,2,,7,,,,8,12,,8,7,,5,8,,6.5,,5,,,,,,,,,7,,,,8,19,3,7,13,14,7,5,8,5,5,8,2,7,5,11,3,11,7,6,6,7,,,,133.52,92,,,,,,,,,,24,2,5,3,2,2,-0.838,-0.492,0.841,-0.388,-0.779,,,,,,,,,,,,,,,
812,2,6,8,7,9,8,8,8,8,9,9,9,9,9,5,9,10,6,9,10,9,10,10,6,9,10,7,8,5,10,9,5,9,7,7,7,8,7,9,10,8,9,8,6,6,9,7,9,8,1,9,7,2,10,3,8,7,7,3,5,9,4,9,7,9,7,9,10,2,8,,9,9,10,8,5,10,10,,8,,,5,8,,,,9,10,6,,7,,,10,,,,,,,,6,15,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,4,,,,,,,,,,,,,,,,,,,,,,,,
813,1,6,,6,7,6,7,6,,7,,7,4,,,7,6,,6,,4,9,7,3,7,7,,5,6,,9,6,6,7,4,5,4,8,7,,4,5,5,,,9,,6,,,7,4,4,,4,5,,,4,5,,,7,4,7,4,,3,,6,9,8,5,2,,5,,9,5,,6,6,,8,5,7,,7,,6,,,6,,8,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.019,0.007,-0.018,0.003,-0.055,6.904,4.5,4.645,1.788,0.083,1,2,2,1,2,1,4,1,2,1
814,2,,,10,7,6,8,7,,9,10,,6,,,9,9,7,,,9,,8,10,8,8,9,,9,,9,,9,,9,,,,9,,,,7,,,9,6,,,,6,,,9,,,7,7,8,,,7,,9,12,,6,6,,,,,,5,,,,9,,,,,,,,9,,,,,,,,,,,,,,,,,1,15,13,17,4,5,10,0,0,10,8,7,2,2,6,4,2,8,10,4,,195,175,,,17,17,14,17,20,19,18,20,20,26,3,,,,3,,,,,,,4.32,4,1.924,-0.134,1,2,1,2,2,1,4,1,2,2
815,2,,10,5,,,,,,,10,10,10,,7,10,,9,9,10,,9,,10,3,4,4,,7,9,8,,,,10,8,,10,8,5,,,,6,,9,,,,,7,,,10,7,,6,10,2,5,5,5,,,,,8,3,,,10,,7,,8,,8,7,,,10,,,10,,,,,7,,,,,,,,,,,,19,12,8,5,5,8,11,5,10,7,10,8,11,10,5,6,8,4,8,7,8,8,120,,,,117,,,,,,,,,,33,4,5,3,2,3,,,,,,,6.08,,,,2,2,1,2,1,1,4,1,2,2
816,2,8,5,7.5,7.5,7,6,6,4,6.5,8,8,6,,5,7,7.5,7,6.5,10,7,7.5,6,10,5,7,7,6.5,7,9,7.5,4,5,8,7.5,9,2,9,7,6.5,3,5,5,6,4,9,7,8,6.5,,7.5,4,6,8,9,5,7.5,8,7.5,6.5,7.5,6.5,5,7,6.5,4,6,8,10,4,6,9,,6,10,4,8,6,6,3,4,,10,8,7.5,,,5,9,,,,,,7.5,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,5.56,,,,1,2,2,2,1,1,4,1,2,2
817,,6,7,7,2,5,6,5,3,6,5,6,7,7,6,5,7,7,6,6,4,9,6,8,6,9,3,5,7,6,7,5,6,8,7,9,6,9,6,6,4,6,4,5,4,7,7,5,5,5,9,6,5,5,9,5,7,6,1,5,8,6,4,7,4,3,5,5,9,5,10,7,10,6,7,7,8,6,5,3,5,,5,5,5,4,,6,5,5,,5,,,4,,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052,0.136,-0.083,-0.087,0.083,,4.38,,,,,,,,,,,,,
818,2,7,5,5,1,4,8,3,4,6,8,3,6,3,5,,,9,7,10,8,8,2,3,4,4,8,4,9,5,7,1,4,4,10,,,10,7,2,2,5,5,5,2,7,7,6,4,,10,5,2,7,7,9,6,8,4,8,9,5,1,8,4,2,5,5,8,9,4,7,,,5,,5,3,3,4,7,,8,10,,,,,5,4,,,,,,,,,,7,,,,,,,6,6,8,2,5,4,8,9,5,6,4,6,7,3,10,5,,,,,,,,,,,,,,,27,3,5,3,2,,,,,,,,,,,,,,,,,,,,,
819,1,6.5,6,7,8,5,6,5,6,6,7.5,8,6,8,2,,7,5,6,9,7,8,7,6.5,5,8,6,6.5,6.5,7.5,9,4,6.5,5,9,7,6,6,10,8,3,6,6.5,6,5,9,6.5,6.5,,2,7,4,8,7,9,5,5,,3,6,7.5,5,6,6.5,5,6.5,9,6,6.5,6,7,7,6,5,10,6,6,,,,7,,8,8,6,9,,5,5,6,,5,,,5,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5.84,,,,2,2,2,2,2,1,4,1,1,2
